,sentence_id,words,labels
3045,1931,Cajas,B-LOC
5634,2444,1993-1997,O
2652,1861,",",O
10018,854,Santa,B-LOC
99,1112,.,O
4272,2176,),O
10624,969,Totti,I-PER
12496,1337,Pachantin,I-ORG
691,212,(,I-ORG
2328,1795,",",O
8181,483,Hayt'ay,I-ORG
912,656,Kupa,I-ORG
7323,317,†1999,O
1677,1664,Felipe,B-PER
2930,1909,PUSAPUNA,O
10977,1033,kancha,I-ORG
1193,1168,Chimpurasu,B-LOC
12157,1273,sallqa,I-ORG
1646,1660,amachasqa,I-ORG
12952,1425,.,O
8729,589,),O
8801,606,',O
680,201,llapa,O
773,390,amachasqa,I-ORG
9194,684,6.288,O
5608,2438,(,O
13638,1562,.,O
2779,1882,.,O
4613,2245,',O
948,734,Muqiwa,B-LOC
5953,55,",",O
2751,1878,.,O
6060,76,Pachantin,I-ORG
1064,978,1990,I-ORG
1854,1697,',O
1680,1664,',O
6373,138,Kachachi,B-LOC
11439,1127,',O
12370,1311,.,O
8161,478,Anti,B-LOC
12621,1363,Takupaya,B-LOC
6644,187,walla,I-ORG
6371,138,pruwinsya,I-LOC
1285,1346,.,O
5069,2333,wankurisqa,O
2018,1730,mamallaqta,I-LOC
11334,1104,chayamuspa,O
12780,1391,',O
1999,1727,Delft,O
6334,130,.,O
9598,768,Amirika,B-ORG
2443,1821,Huñu,I-ORG
5416,2402,****,O
6791,217,',O
5721,9,Miguel,I-LOC
8205,488,Mama,B-ORG
11556,1150,llaqta,I-ORG
3433,2016,Pachantin,I-ORG
7586,366,Musuq,B-ORG
4134,2150,',O
7488,347,Mulanpi,I-LOC
12172,1276,Hayt'ay,I-ORG
11865,1213,Clorinda,B-PER
4243,2172,pusapuna,O
13072,1448,llaqta,I-LOC
7183,292,),I-ORG
10825,1006,Chávez,I-PER
8977,642,Hakas,I-LOC
3131,1950,'Phoenicoparrus,O
8329,511,Podocarpus,B-ORG
11206,1080,(,O
8300,506,.,O
11290,1096,sutichasqa,O
9809,813,Iskuchaka,B-LOC
13399,1515,Kupa,I-ORG
12789,1392,1994,I-ORG
5539,2423,Kitu,B-LOC
748,335,Jean-Baptiste,B-PER
8451,536,',O
3628,2054,gryphus,O
5786,21,",",O
11405,1119,María,B-PER
2395,1810,Dasypus,O
13572,1548,James,B-PER
711,246,),I-LOC
7185,293,Kunti,I-LOC
2265,1781,iskay,I-PER
7024,262,Román,I-PER
4923,2306,Pachantin,I-ORG
13219,1477,",",O
374,2055,parki,I-ORG
2402,1813,Ichhuna,B-ORG
6823,222,Constantinescu,I-PER
2302,1790,Nacionalidades,O
34,2121,',O
12614,1362,',O
10654,973,Suntur,I-ORG
6396,142,Piyu,B-PER
12401,1318,runakunawanpas,O
3961,2118,Deportes,I-ORG
3976,2123,kitilli,I-LOC
12070,1256,José,B-PER
9217,689,Waytapallana,B-LOC
3883,2104,San,I-ORG
1118,1056,-,O
1841,1695,Kunti,I-LOC
10137,875,),O
12640,1366,Pachantin,I-ORG
12412,1319,pruwinsya,I-LOC
3368,2001,.,O
4183,2159,pruwinsya,I-LOC
6516,163,satillitimanta,O
2203,1769,Kupa,I-ORG
3760,2083,parkipi,I-ORG
11913,1222,1934,I-ORG
12417,1320,**,O
2926,1908,Kuwiha,B-LOC
5364,2391,.,O
9118,671,Runallaqtapura,I-ORG
10535,951,),I-LOC
7535,355,1970,I-ORG
10318,910,',O
713,257,',O
5080,2335,",",O
2143,1758,Ch'imi,B-LOC
13143,1464,Puntifisya,I-ORG
8099,465,llaqta,I-ORG
3378,2003,pruwinsya,I-LOC
5840,31,Kupa,I-ORG
2476,1828,José,B-PER
2945,1912,.,O
2882,1903,mama,I-ORG
6107,86,Universidade,B-ORG
11444,1128,Simón,B-PER
13266,1487,),I-LOC
2656,1861,",",O
2570,1845,',O
11595,1159,walla,I-ORG
9904,831,1.5,O
6797,218,Pedro,I-LOC
2273,1783,",",O
9338,714,Pizarro,I-PER
4466,2215,',O
8896,626,Kupa,I-ORG
13827,1600,Franz,B-LOC
1878,1703,Tamayo,I-LOC
10763,994,PUSAPUNA,O
4073,2140,Such'i,B-LOC
8157,477,Kunti,I-LOC
3982,2124,Llaqtap,I-ORG
1041,934,Piluta,B-ORG
4191,2161,Hayt'ay,I-ORG
60,223,Morelia,B-LOC
6094,83,Wallan,I-LOC
7518,352,nisqap,O
13737,1582,2006,I-ORG
11212,1081,mama,I-ORG
4643,2250,de,I-PER
11816,1203,qucha,I-LOC
2679,1863,paña,I-PER
6996,258,luwichu,I-LOC
9832,817,walla,I-ORG
5756,17,Wallanka,B-LOC
830,490,Paqaqi,I-ORG
9973,847,(,O
13320,1498,.,O
4807,2282,Qullqi,I-ORG
2031,1734,**,O
9781,808,.,O
11269,1092,',O
4370,2196,.,O
8104,466,Bernardo,I-PER
7435,339,Georg,B-PER
7121,281,PUSAPUNA,O
13549,1543,',O
11891,1218,dos,I-PER
9287,703,Wantar,B-LOC
2754,1878,Di,I-PER
7875,419,1974,I-ORG
7756,396,Pachantin,I-ORG
10274,902,',O
8111,467,llaqta,I-ORG
12013,1244,von,I-PER
10544,953,Yala,I-LOC
5641,2446,kantun,I-LOC
3164,1957,von,I-PER
8014,448,.,O
1090,1012,(,O
13732,1581,2006,I-ORG
8080,461,faunapas,I-ORG
5333,2385,de,O
4560,2235,Kunth,I-PER
9333,714,.,O
6508,162,),I-LOC
10951,1029,Alegre,I-LOC
12938,1420,Kupa,I-ORG
9560,759,Krus,I-ORG
5276,2375,Qhapaq,B-LOC
3809,2092,.,O
7672,380,',O
10412,926,sechurae,O
12681,1375,',O
8112,467,parki,I-ORG
11451,1129,'Tringa,O
2456,1824,qhapaq,I-ORG
7258,306,de,I-LOC
1275,1335,PUSAPUNA,O
13770,1589,Ronaldo,I-PER
13134,1463,suyu,I-ORG
2771,1880,Yale,B-ORG
2836,1892,Portoviejo,B-LOC
11956,1232,',O
5450,2406,wari,I-ORG
6771,213,2014,I-ORG
845,523,.,O
927,690,Tupaq,B-PER
9352,717,-,O
1858,1699,pusapuna,O
1297,1379,mayu,I-LOC
12705,1377,Ludwig,B-PER
13165,1469,Pikchu,I-LOC
6191,103,llaqtanqa,I-LOC
199,1755,sach'a,I-LOC
9945,840,la,I-ORG
11990,1239,parki,I-ORG
5397,2397,Qulan,B-ORG
5519,2419,',O
4633,2248,mama,I-ORG
412,2144,.,O
9874,825,',O
10847,1010,Paolo,B-PER
0,0,Tiñiqi,B-ORG
9274,700,Cipriano,B-PER
902,634,',O
5414,2401,mamallaqta,I-ORG
9433,732,',O
3415,2013,REDIRECCIÓN,O
9163,678,Ignacio,B-PER
79,667,Pawlu,I-PER
12696,1377,Gluck,I-PER
11664,1173,Kupa,I-ORG
5375,2393,Wallqa,B-LOC
3492,2028,(,O
6497,160,Kachachi,B-LOC
7126,281,Suntur,I-ORG
12729,1382,),O
3361,2000,",",O
7158,288,.,O
12385,1316,Piluta,B-ORG
5514,2418,),O
7388,329,PUSAPUNA,O
7103,276,),O
10043,860,tajacu,O
4456,2213,.,O
1450,1625,',O
10832,1007,113,O
1587,1649,'Cedrela,O
3318,1992,',O
2693,1865,'Tapirus,O
5859,36,llaqtanqa,I-LOC
8931,632,Piluta,B-ORG
8820,609,sallqa,I-ORG
3322,1992,.,O
5654,2448,Pallanchikpa,B-ORG
1301,1379,llaqta,I-LOC
13801,1596,Q'awa,I-ORG
6473,155,pacha,I-ORG
10849,1010,',O
13033,1439,'Phoenicoparrus,O
11360,1109,.,O
7290,313,(,I-ORG
12178,1277,José,B-PER
3185,1961,),O
4158,2154,Pachantin,I-ORG
507,2332,Kupa,I-ORG
181,1722,(,O
8761,596,Mamallaqtap,I-ORG
5445,2405,occipitalis,O
3923,2112,PUSAPUNA,O
2906,1907,runakunap,I-ORG
1802,1687,qucha,I-LOC
2403,1813,',O
7408,332,Yachachiqkunaq,I-ORG
10028,857,Hayt'ay,I-ORG
8240,496,PUSAPUNA,O
5443,2405,Uywantullu,B-LOC
11723,1187,Wanuku,B-LOC
6537,167,Antonio,B-PER
8579,561,),O
4744,2269,Speothos,O
8093,464,Toribio,B-PER
3300,1986,.,O
6129,89,Pachantin,I-ORG
4862,2293,),O
8918,630,.,O
2816,1889,'Baccharis,O
1144,1089,",",O
3939,2114,",",O
794,423,(,O
12850,1404,Rit'i,B-PER
13378,1510,Waruchiri,B-LOC
4152,2153,María,I-PER
11002,1039,.,O
13702,1574,Alvarado,I-PER
641,124,',O
701,224,.,O
2842,1893,Bilisi,B-LOC
13040,1440,sp,O
11324,1103,parki,I-ORG
9989,850,San,I-ORG
12691,1376,(,O
11533,1144,.,O
527,2377,',O
4477,2217,Rikch'arimuy,I-ORG
1853,1697,Shangkun,I-PER
6451,152,.,O
3483,2026,',O
1995,1726,Kupa,I-ORG
8797,605,Pachantin,I-ORG
12147,1271,.,O
4664,2253,San,I-ORG
7166,289,Marco,B-PER
13092,1453,Chukirawa,B-LOC
1640,1659,',O
8841,614,Sika,B-LOC
8857,617,.,O
1419,1619,**,O
8897,626,1958,I-ORG
2474,1827,',O
3408,2009,ñiqin,I-PER
10648,972,Kupa,I-ORG
9067,660,Se-hoon,I-PER
11251,1088,von,I-PER
1521,1638,',O
10928,1025,Piluta,B-ORG
6462,154,',O
4836,2289,Hayt'ay,I-ORG
1218,1224,Humboldt,I-PER
9001,648,'Tursiops,O
7193,294,",",O
2644,1860,PUSAPUNA,O
13562,1546,Kupa,I-ORG
10101,869,',O
11583,1156,',O
6460,154,',O
12018,1245,Prado,I-PER
9657,781,José,I-PER
1216,1224,Wilhelm,B-PER
3389,2005,',O
8393,525,Qullu,I-LOC
3700,2069,2006,I-ORG
8057,456,Noel,B-ORG
11134,1066,',O
6513,163,llaqta,I-ORG
7127,282,.,O
11488,1137,Huk,O
4586,2239,.,O
2461,1825,Kupa,I-ORG
10022,854,Yawatisuyu,B-LOC
3351,1998,.,O
4512,2225,'3,O
3176,1960,(,O
7592,367,Yuyu,B-LOC
11149,1070,(,I-LOC
2066,1740,Piruwanu,B-ORG
6424,147,Tukuy,B-ORG
5340,2385,.,O
9564,760,.,O
13763,1588,Kutupaksi,B-ORG
7799,402,Pachakutinapaq,I-ORG
11934,1227,.,O
13026,1438,",",O
10834,1007,.,O
6940,244,parki,I-ORG
13580,1549,),O
12139,1270,phiruru,I-ORG
5331,2385,'Obras,O
8864,619,Hayt'ay,I-ORG
7053,269,.,O
8324,510,',O
6030,71,2006,I-ORG
13183,1472,.,O
4790,2279,.,O
6008,67,PUSAPUNA,O
1699,1668,(,O
3508,2030,(,O
1407,1601,Quruyqu,B-LOC
12106,1262,distritu,I-LOC
9230,691,distritu,I-LOC
3952,2117,.,O
10273,902,.,O
11714,1185,'Tringa,O
8705,585,Cruzeiro,B-ORG
13609,1555,Salvador,I-LOC
12819,1398,',O
9207,686,),O
2703,1867,",",O
5310,2381,),O
3917,2111,-,I-ORG
12778,1389,.,O
1928,1714,Hayt'ay,I-ORG
11874,1214,simimantam,I-ORG
11679,1176,kaynin,I-ORG
11928,1226,suyupi,I-LOC
10049,861,1974,I-ORG
3350,1997,qucha,I-LOC
12328,1304,Humboldtpa,I-PER
5411,2401,Noel,B-ORG
8575,561,Asway,B-LOC
8508,548,Wallqa,B-LOC
12814,1397,Qarawayllu,B-LOC
721,268,Butros-Ghali,I-PER
2394,1810,(,O
1423,1619,phiruru,I-ORG
9169,680,walla,I-LOC
10959,1030,Humala,I-PER
8287,505,Yawar,B-ORG
11262,1091,Pachantin,I-ORG
9994,851,Pasqu,B-LOC
12707,1377,Beethoven,I-PER
6757,210,',O
3984,2124,Antonio,I-ORG
7221,299,mayu,I-LOC
1725,1671,',O
9806,811,Bolívarmantam,I-PER
4104,2146,Borgoño,I-PER
11855,1210,',O
5789,21,",",O
11975,1237,',O
12584,1356,.,O
5371,2392,Yala,I-ORG
346,2011,Miguel,B-PER
5263,2373,Uma,B-PER
2658,1861,Sebastian,I-PER
10386,924,),O
11937,1228,-,O
4093,2143,pusapuna,O
1312,1401,kiti,I-LOC
556,2421,suyu,I-ORG
12628,1364,Ignacio,B-PER
11598,1160,PUSAPUNA,O
10546,953,Mulanpi,I-LOC
8440,533,San,I-ORG
2979,1918,1990,I-ORG
5967,59,Yugur,B-ORG
5918,48,Beatles,I-ORG
8426,531,Alcides,B-PER
11617,1163,(,O
10143,876,",",O
2142,1757,warikancha,I-ORG
343,1999,.,O
13391,1513,',O
10795,999,suyu,I-ORG
10407,926,Sichura,B-LOC
4650,2251,Chaka-Chemillén,I-ORG
4988,2317,watakama,O
4728,2265,Pachantin,I-ORG
3116,1947,PUSAPUNA,O
11791,1197,Hayt'ay,I-ORG
9234,692,Leguía,I-PER
11096,1059,San,B-LOC
5988,62,Yachay,I-ORG
6321,128,Yuyayyaku,B-ORG
8757,595,Benavides,I-PER
7130,282,Calderón,I-PER
6740,207,de,I-PER
8319,509,Severo,B-PER
5257,2372,Nataniel,B-PER
5329,2385,*«Prólogo»,O
9111,670,Hatun,I-ORG
11284,1095,Dimukrata,I-LOC
10434,931,Punu,B-LOC
4002,2126,colocolo,O
6176,98,.,O
5890,42,Yachay,I-ORG
11048,1049,Hayt'ay,I-ORG
10537,952,',O
9324,710,',O
1665,1662,Santos,I-PER
7806,404,Laram,B-ORG
457,2233,California,I-LOC
488,2310,suyu,I-LOC
11737,1187,Atalaya,B-LOC
4555,2234,de,I-PER
6262,115,kaynin,I-ORG
6730,205,mama,I-ORG
6855,229,Waytunas,B-LOC
1656,1661,Le,I-PER
396,2099,Nasa,I-LOC
7034,264,Yachay,I-ORG
3642,2057,',O
2493,1831,Wantar,B-LOC
6531,166,',O
3708,2071,Pachakutiq,B-PER
2928,1908,.,O
4637,2249,',O
5177,2356,Hammarskjöld,I-PER
3047,1931,llaqta,I-LOC
3353,1998,Zachary,B-PER
9749,800,Kuntur,B-LOC
12215,1283,PUSAPUNA,O
8379,521,ñiqin,I-PER
11906,1221,Pachantin,I-ORG
12048,1252,wak'a,I-LOC
4047,2136,Hayt'ay,I-ORG
9651,780,Barreda,I-PER
1777,1683,Mama,B-ORG
10006,852,Evaristo,B-PER
6795,217,.,O
8623,570,.,O
80,667,II,I-PER
11529,1144,David,B-PER
976,790,Llaqtap,I-ORG
4096,2143,López,I-PER
13486,1530,pusapuna,O
6792,217,Kurt,B-PER
1157,1113,Turu,B-LOC
7000,259,REDIRECCIÓN,O
11210,1080,',O
13142,1464,Piruwanu,B-ORG
5423,2402,',O
3498,2028,aswan,O
7782,399,(,O
6136,92,Los,B-LOC
6111,87,Kañiti,B-LOC
12887,1409,mama,I-LOC
2316,1793,Piluta,B-ORG
13592,1552,Sankay,B-ORG
1335,1457,Pichincha,B-LOC
11677,1176,runakunap,I-ORG
23,1899,Yawar,B-PER
12386,1316,Hayt'ay,I-ORG
4413,2205,",",O
10897,1019,Amaru,I-PER
2992,1921,Uchkus,B-LOC
1638,1658,tantanakuy,I-ORG
259,1844,Liszt,I-PER
3073,1937,Ismael,B-ORG
3087,1940,Buliwyap,B-LOC
1435,1621,Hayt'ay,I-ORG
3567,2042,fasciatus,O
4380,2198,Deschamps,I-PER
9068,660,(,O
5054,2329,',O
2968,1916,1954,I-ORG
7164,289,.,O
12289,1296,',O
1225,1235,),O
9729,796,Kalipuy,B-LOC
10228,894,Humala,I-PER
5094,2337,Piluta,B-ORG
8721,588,Kuraq,I-ORG
4814,2283,kancha,I-ORG
7809,404,parki,I-ORG
6578,174,2007,O
7441,339,Bach,I-PER
13504,1533,Kupa,I-ORG
13662,1565,),O
12342,1306,suyuntu,I-LOC
5937,52,III,I-PER
12445,1326,Kungu,B-LOC
11011,1041,",",O
4091,2142,Buliwya,I-ORG
9401,726,Pizarro,I-PER
6247,111,',O
670,179,kancha,I-ORG
2970,1917,',O
13128,1462,T'uru,B-ORG
7633,375,Pardo,I-PER
6419,145,Piluta,B-ORG
3168,1958,Limamanta,I-PER
11107,1061,),I-LOC
6787,216,Prado,I-PER
276,1877,risirwa,I-LOC
8604,566,.,O
940,712,Meazza,I-PER
11383,1116,Frédéric,B-PER
8512,548,m,O
9375,720,),O
12249,1288,(,O
7302,314,Tarija,B-LOC
807,457,unquy,I-ORG
3334,1994,Vulpes,O
372,2055,Mercado,I-ORG
1374,1545,',O
10390,925,42,O
11417,1122,Piluta,B-ORG
6887,236,mama,I-ORG
1580,1648,Rikch'arimuy,I-ORG
9475,740,Mercado,I-ORG
3813,2093,de,I-PER
1167,1124,Bautista,B-PER
6112,87,pruwinsya,I-LOC
7055,269,Petra,B-ORG
1661,1661,-,O
8723,589,**,O
11247,1087,mama,I-LOC
11847,1208,Michoacán,B-LOC
1293,1368,4,I-ORG
12219,1284,",",O
12486,1333,kawsaykuska,I-ORG
11772,1193,.,O
11581,1155,1998,I-ORG
831,490,),I-ORG
11319,1102,.,O
7257,306,Salvador,I-LOC
3460,2021,',O
6320,127,.,O
4006,2127,de,I-PER
5421,2402,',O
12117,1265,Bayern,B-ORG
2986,1920,(,O
2868,1901,Rodríguez,I-PER
8952,636,Rimana,I-ORG
185,1722,',O
11873,1214,Qhichwa,B-ORG
1876,1703,",",O
974,779,distritu,I-LOC
4726,2265,Piluta,B-ORG
5135,2347,Barreda,I-PER
10396,925,(,O
10789,998,Shevchenko,I-PER
6095,83,",",O
4686,2258,pusapuna,O
13777,1591,pruwinsya,I-LOC
10699,981,distritu,I-LOC
4821,2285,María,B-PER
7426,338,.,O
6633,185,(,O
3123,1948,V,I-PER
1797,1686,Hayt'ay,I-ORG
1314,1412,790,O
6436,150,amachasqa,I-ORG
796,423,),O
10611,966,Qhichwa,I-LOC
8541,553,Wanuku,B-LOC
6463,154,),O
2939,1912,',O
7593,367,khana,I-LOC
4733,2267,Duarte,I-PER
4174,2158,Ramón,I-LOC
7996,442,1961-1989,O
11135,1066,.,O
9554,758,Piluta,B-ORG
7163,288,.,O
7046,266,mama,I-ORG
3109,1945,(,O
6305,123,Kupa,I-ORG
9841,819,Cláudio,B-PER
12228,1285,',O
4233,2170,Arenas,I-PER
3527,2035,Hayt'ay,I-ORG
10819,1005,Dichondra,O
13654,1564,.,O
2053,1738,',O
10745,991,.,O
10170,881,.,O
3377,2003,Yawyu,B-LOC
10467,938,Tukuy,B-ORG
8400,526,-,O
2466,1826,Castro,I-PER
10522,949,30.5,O
11114,1063,Chakamarka,B-ORG
9392,724,Salazar,I-PER
2821,1890,Mama,B-ORG
5985,62,la,I-ORG
9853,821,sallqa,I-ORG
8564,558,Polk,I-PER
1899,1707,Independencia,O
2967,1916,Kupa,I-ORG
10620,968,(,O
13822,1599,),O
8624,570,',O
5669,2450,2,O
3291,1985,PUSAPUNA,O
4795,2279,.,O
10330,914,(,O
8683,582,'Tremarctos,O
4758,2271,6.025,O
710,246,Kutupaksi,I-LOC
3152,1954,José,B-PER
6545,169,Tantanakuypim,I-ORG
12986,1430,Festuca,O
1500,1634,Q'imi,B-LOC
13775,1591,",",O
3865,2100,parki,I-ORG
2429,1818,mana,I-ORG
4232,2170,Antonio,B-PER
8392,525,Ch'aphi,B-LOC
3166,1958,Santa,B-PER
13133,1463,ñawpa,I-ORG
2417,1815,parki,I-ORG
2614,1854,',O
5051,2329,de,I-PER
2174,1762,q'inti,I-LOC
12988,1430,),O
12668,1372,parki,I-ORG
8270,502,Belanov,I-PER
4786,2278,José,B-PER
531,2377,',O
9187,683,Hayt'ay,I-ORG
4063,2138,Santa,B-LOC
5501,2417,suyu,I-LOC
4290,2181,Tomás,I-PER
1754,1676,',O
7693,384,gryphus,O
6751,209,(,I-LOC
3620,2053,de,I-PER
13647,1563,',O
3111,1945,),O
5531,2422,',O
10912,1021,Basten,I-PER
13835,1602,1770-1827,O
2720,1871,.,O
8291,505,pyramidalis,O
13479,1529,Krus,I-LOC
3741,2080,Tiki,B-LOC
5323,2384,",",O
3607,2051,***,O
13677,1569,Apu,I-PER
2956,1914,',O
8442,533,Yachay,I-ORG
2904,1907,nisqa,O
9285,703,Chawin,I-LOC
10983,1035,',O
12863,1406,Qusqu,B-LOC
3118,1947,Such'i,I-LOC
4522,2227,.,O
2820,1890,**,O
698,224,Luna,I-PER
9370,720,Panaka,O
9171,680,Antikuna,B-LOC
5588,2433,-,O
6130,89,Kupa,I-ORG
10837,1008,Partidupipas,I-ORG
2169,1761,Wolfgang,B-PER
8326,510,Fukuda,I-PER
9607,770,PUSAPUNA,O
289,1911,Centre,B-LOC
2231,1774,',O
2383,1808,mawk'a,I-ORG
8256,499,Siwis,B-LOC
1045,934,1994,I-ORG
13641,1562,Morales,I-PER
6527,165,rimaykunamanta,O
3015,1925,),I-LOC
514,2344,dolce,O
2590,1849,Alimanya,I-LOC
10493,943,qhapaq,I-ORG
13078,1450,Tupaq,B-PER
9983,849,Barcelona,I-ORG
9014,650,Oboe,O
12248,1288,',O
4991,2318,Secure,I-ORG
6826,225,PUSAPUNA,O
255,1844,Franz,B-PER
11118,1064,Wankana,B-LOC
12239,1287,pusapuna,O
6925,242,',O
9747,799,',O
1055,956,.,O
12225,1285,Yarita,B-LOC
5419,2402,Niwari,B-ORG
11386,1116,karqan,O
11393,1118,atiptinku,O
12554,1349,',O
1390,1568,Alpamayo,O
10695,981,distritu,I-LOC
9521,751,Piluta,B-ORG
12999,1432,Metriopelia,O
4310,2185,Pachantin,I-ORG
13634,1561,Griguryu,B-PER
2516,1836,Pachantin,I-ORG
11478,1134,21,O
8138,473,),I-ORG
8072,460,.,O
3031,1928,San,I-PER
7167,289,van,I-PER
1260,1301,Amadeus,I-PER
6658,191,Usqhullu,B-LOC
678,201,Nacionkunapa,O
7149,286,Hayt'ay,I-ORG
12532,1344,),O
3658,2060,',O
10134,875,Eielson,I-PER
6944,245,Mismi,B-LOC
3051,1932,'Vultur,O
3265,1980,Hayt'ay,I-ORG
8718,588,Qhichwa,B-ORG
3328,1993,hinachu,O
10104,869,.,O
6639,186,(,O
10158,879,Basten,I-PER
1812,1690,T'uru,B-ORG
13393,1514,Chinchay,B-LOC
6643,187,Qulan,B-ORG
6354,136,',O
11485,1136,",",O
1258,1301,",",I-PER
7067,271,Luis,I-PER
3202,1967,PUSAPUNA,O
4217,2167,ñiqin,I-LOC
1363,1523,PUSAPUNA,O
2359,1803,Isiboro,B-ORG
2335,1797,.,O
5027,2325,Hayt'ay,I-ORG
2549,1841,Llaqtap,I-ORG
11192,1077,.,O
5030,2325,1934,I-ORG
13606,1555,Uma,B-LOC
2510,1835,Asway,B-LOC
9767,804,parki,I-ORG
2773,1880,Suntur,I-ORG
8688,583,',O
10968,1032,Altafini,I-PER
9393,724,',O
9813,813,),I-LOC
12055,1253,Matu,B-LOC
3702,2070,K'upuraki,B-LOC
9654,781,.,O
212,1766,.,O
4,0,),O
4844,2290,atiq,O
4822,2285,Elena,I-PER
12408,1319,Qusqu,B-LOC
13234,1481,Mar,I-PER
11513,1141,(,I-LOC
6517,163,rikusqa,O
11733,1187,pruwinsya,I-LOC
5219,2363,Arenas,I-PER
3177,1960,'Mazama,O
386,2077,),O
485,2299,corymbiflora,O
12918,1416,Violoncello,O
7131,282,',O
147,1666,Qusqu,B-LOC
7093,276,k'usillu,I-LOC
8725,589,pinkuyllu,I-ORG
5439,2404,T'uru,B-ORG
7743,393,(,O
1569,1646,(,O
9838,818,",",O
10144,876,Kamana,B-LOC
12968,1427,4,O
8044,453,(,I-LOC
54,112,Kutupaksi,B-ORG
9199,685,Ruud,B-PER
2729,1872,Kashapampa,B-LOC
8050,454,suyu,I-ORG
3790,2089,de,I-PER
9268,699,Liyun,B-PER
11811,1202,(,O
6667,192,Hayt'ay,I-ORG
13772,1589,.,O
9775,806,),O
3963,2118,.,O
2862,1897,distritu,I-LOC
11979,1237,),O
7287,311,),O
12969,1427,.,O
13785,1593,Kamasqa,O
5595,2435,.,O
4400,2202,qhapaq,I-ORG
654,146,Yachay,I-ORG
6729,205,sach'a,I-ORG
222,1789,Lima,I-LOC
7212,297,California,B-ORG
9576,762,pruwinsya,I-LOC
4200,2163,Uchuy,B-LOC
6135,91,suyukuna,I-ORG
9766,804,llaqta,I-ORG
4434,2209,Peña,I-PER
4213,2165,Urin,B-LOC
5345,2386,Tantanakuy,I-ORG
6386,140,Georgi,B-PER
1860,1699,von,I-PER
12985,1430,(,O
384,2077,Nycticorax,O
10365,919,de,I-ORG
13038,1440,(,O
7681,382,mama,I-ORG
13458,1526,',O
422,2144,',O
9408,727,(,I-LOC
3023,1927,Kamasqa,O
10371,920,7,O
7396,330,7,O
5109,2340,Casas,I-PER
6377,139,",",O
11802,1199,(,I-LOC
3242,1974,',O
7383,328,'Calceolaria,O
4567,2236,Yachay,I-ORG
7239,302,distritu,I-LOC
9430,732,',O
12148,1272,.,O
3325,1993,manam,O
10784,997,Bancos,I-LOC
10404,925,23,O
2563,1843,6.288,O
4949,2309,Müller,I-PER
11154,1071,Asunsyun,B-LOC
2217,1772,de,I-PER
7025,262,',O
4980,2316,Barcelona,I-ORG
10343,916,Muhamadsi,B-PER
9807,811,sutichasqa,O
13552,1543,',O
5695,4,Simi,I-ORG
8249,498,Pachalluq'i,B-LOC
6924,242,.,O
13690,1572,Pachantin,I-ORG
13494,1531,12,O
3596,2049,Lachay,B-LOC
8334,513,(,I-PER
8460,538,Piluta,B-ORG
898,634,Intimpa,B-LOC
10426,929,Pakistan,B-LOC
9524,751,Kupa,I-ORG
6911,240,',O
587,35,de,I-LOC
8989,646,José,B-PER
8231,494,Wantar,B-LOC
3481,2026,Erinaceidae,O
8403,527,Punta,B-LOC
6485,159,",",O
7944,431,Yachay,I-ORG
6967,251,Kristup,B-ORG
5173,2354,Barreda,I-PER
3360,2000,walla,I-LOC
12479,1332,Uru,B-LOC
9381,721,llaqta,I-ORG
12766,1387,.,O
8337,514,PUSAPUNA,O
9632,775,amachasqa,I-ORG
4341,2191,',O
9109,670,San,I-ORG
11109,1062,Hanan,B-ORG
6715,202,distritu,I-LOC
4058,2137,kaq,O
522,2366,Hayt'ay,I-ORG
11188,1077,de,I-PER
4338,2191,George,B-PER
8999,648,Delphin,B-LOC
3674,2063,Antonín,I-PER
3139,1951,.,O
7660,378,",",O
13314,1497,1998,I-ORG
4005,2127,Denílson,B-PER
10510,947,Flauto,O
10326,913,Wankawillka,I-LOC
7117,280,'Vultur,O
3286,1983,llaqta,I-ORG
1119,1056,10,O
3075,1937,Jatun,I-ORG
12489,1336,Piluta,B-ORG
3841,2096,",",O
3725,2075,llaqta,I-ORG
3479,2026,',O
11973,1236,Lewis,I-PER
215,1777,-,O
6151,94,',O
12430,1322,Pachantin,I-ORG
2528,1838,pruwinsya,I-LOC
5188,2358,Enlai,I-PER
3352,1998,',O
4511,2224,.,O
7273,308,.,O
1874,1703,Chuqiyapu,B-LOC
2323,1794,llaqta,I-ORG
8602,565,Qusqu,B-LOC
1670,1663,',O
13103,1455,suyu,I-ORG
6466,154,Polea,O
13066,1447,Hayt'ay,I-ORG
3799,2091,',O
10830,1007,",",O
8703,585,compartido,O
8481,542,khuchi,I-LOC
6003,66,Inkawasi]]manta,O
4731,2267,María,B-PER
8765,597,San,B-ORG
11910,1222,Hayt'ay,I-ORG
7831,409,amachasqa,I-ORG
3219,1970,Pachantin,I-ORG
2713,1869,Allpapura,B-LOC
10332,914,coruscans,O
2030,1732,),I-ORG
7501,350,Pachantin,I-ORG
9918,835,llaqta,I-ORG
492,2310,Murillo,I-LOC
9772,806,Wiesbaden,B-LOC
667,179,Utishi,B-ORG
10089,865,1962,I-ORG
4759,2271,m,O
8122,470,ñiqin,I-PER
8449,535,qucha,I-LOC
2659,1861,Bach,I-PER
7431,338,.,O
2731,1872,",",O
5210,2361,Sunturnin,I-ORG
11615,1163,chichiku,I-LOC
3025,1927,Ollanta,B-PER
